 	Area	Mean	X	Y	Median	R	Theta
1	0	254	256	256	254	512.000	270.000
2	0	173	260	256	173	124.178	345.964
3	0	173	252	256	173	124.178	194.036
4	0	158	216	280	158	10.854	212.005
5	0	158	296	232	158	11.096	29.899
6	0	155	255	262	155	72.408	261.870
7	0	155	257	250	155	100.411	78.690
8	0	148	298	256	148	12.187	358.636
9	0	148	214	256	148	12.187	181.364
10	0	142	326	256	142	7.314	359.182
11	0	142	186	256	142	7.314	180.818
12	0	140	335	256	140	6.480	359.275
13	0	140	177	256	140	6.480	180.725
14	0	138	255	285	138	17.057	268.091
15	0	138	257	227	138	18.274	87.955
16	0	137	163	305	137	4.849	208.264
17	0	137	349	207	137	4.892	27.300
18	0	136	257	386	136	3.908	270.437
19	0	136	255	303	136	10.664	268.807
20	0	136	257	209	136	11.128	88.755
21	0	136	255	126	136	3.969	90.444
22	0	132	255	314	132	8.677	269.029
23	0	132	257	198	132	8.981	88.995
24	0	130	493	256	130	2.160	359.758
25	0	130	457	256	130	2.547	359.715
26	0	130	55	256	130	2.547	180.285
27	0	130	19	256	130	2.160	180.242
28	0	129	258	375	129	4.266	270.955
29	0	129	255	144	129	4.612	90.516
30	0	128	485	256	128	2.236	359.750
31	0	128	430	256	128	2.942	359.671
32	0	128	82	256	128	2.942	180.329
33	0	128	27	256	128	2.236	180.250
34	0	120	366	469	120	2.128	297.204
35	0	120	146	43	120	2.144	117.423
36	0	118	99	497	118	1.775	237.026
37	0	118	413	15	118	1.785	56.809
38	0	115	1	3	115	1.428	135.339
