 	Area	Mean	X	Y	Median	R	Theta
1	0	254	256	256	254	512.000	270.000
2	0	174	260	256	174	124.178	345.964
3	0	174	252	256	174	124.178	194.036
4	0	161	276	256	161	25.568	357.138
5	0	161	236	256	161	25.568	182.862
6	0	160	213	278	160	10.499	208.142
7	0	160	299	234	160	10.699	26.030
8	0	159	255	262	159	72.408	261.870
9	0	159	257	250	159	100.411	78.690
10	0	158	257	262	158	72.408	278.130
11	0	158	255	250	158	100.411	101.310
12	0	154	255	273	154	28.401	266.820
13	0	154	257	239	154	31.938	86.424
14	0	152	288	256	152	15.992	358.210
15	0	152	224	256	152	15.992	181.790
16	0	151	293	256	151	13.833	358.452
17	0	151	219	256	151	13.833	181.548
18	0	145	326	256	145	7.314	359.182
19	0	145	186	256	145	7.314	180.818
20	0	142	257	387	142	3.879	270.434
21	0	142	255	125	142	3.938	90.441
22	0	138	255	387	138	3.879	269.566
23	0	138	257	125	138	3.938	89.559
24	0	135	157	301	135	4.690	204.922
25	0	135	374	256	135	4.339	359.514
26	0	135	138	256	135	4.339	180.486
27	0	135	355	211	135	4.726	23.962
28	0	132	493	256	132	2.160	359.758
29	0	132	427	256	132	2.994	359.665
30	0	132	85	256	132	2.994	180.335
31	0	132	19	256	132	2.160	180.242
32	0	131	485	256	131	2.236	359.750
33	0	131	27	256	131	2.236	180.250
34	0	127	255	429	127	2.942	269.671
35	0	127	257	83	127	2.977	89.667
36	0	118	432	443	118	1.988	313.112
37	0	118	80	69	118	1.999	133.418
