 	Area	Mean	X	Y	Median	R	Theta
1	0	254	256	256	254	512.000	270.000
2	0	173	260	256	173	124.178	345.964
3	0	173	252	256	173	124.178	194.036
4	0	157	257	262	157	72.408	278.130
5	0	157	255	262	157	72.408	261.870
6	0	157	257	250	157	100.411	78.690
7	0	157	255	250	157	100.411	101.310
8	0	155	205	279	155	9.084	205.201
9	0	155	307	233	155	9.218	23.334
10	0	151	284	256	151	18.274	357.955
11	0	151	228	256	151	18.274	182.045
12	0	149	293	256	149	13.833	358.452
13	0	149	219	256	149	13.833	181.548
14	0	147	288	256	147	15.992	358.210
15	0	147	224	256	147	15.992	181.790
16	0	145	252	262	145	63.506	240.255
17	0	145	260	250	145	79.961	51.340
18	0	142	326	256	142	7.314	359.182
19	0	142	186	256	142	7.314	180.818
20	0	134	257	387	134	3.879	270.434
21	0	134	257	301	134	11.128	271.245
22	0	134	374	256	134	4.339	359.514
23	0	134	138	256	134	4.339	180.486
24	0	134	255	211	134	11.633	91.302
25	0	134	255	125	134	3.938	90.441
26	0	133	180	301	133	5.763	211.185
27	0	133	333	212	133	5.805	29.181
28	0	132	236	313	132	8.345	250.974
29	0	132	281	200	132	8.475	65.556
30	0	128	493	256	128	2.160	359.758
31	0	128	19	256	128	2.160	180.242
32	0	127	485	256	127	2.236	359.750
33	0	127	457	256	127	2.547	359.715
34	0	127	55	256	127	2.547	180.285
35	0	127	27	256	127	2.236	180.250
36	0	126	469	256	126	2.404	359.731
37	0	126	43	256	126	2.404	180.269
38	0	123	215	369	123	4.226	250.219
39	0	123	297	143	123	4.293	69.894
40	0	117	205	508	117	1.984	258.603
41	0	117	307	5	117	2.007	78.470
